"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ranking_metric"
"ENSG00000272420",11.4910393669975,-0.4934363185716,1.11433358113482,-0.442808443472637,0.657904295547614,0.954687612825887,-0.0201387124159963
"ENSG00000132881",241.762799785025,0.489768362693951,0.235217168203969,2.08219649285654,0.0373245255001826,0.324760473765604,0.48843683371065
"ENSG00000273274",308.56181912283,0.39057117780378,0.235975666927579,1.65513327237951,0.0978974670021353,0.529876396341263,0.275825425960393
"ENSG00000130940",325.044151231057,1.3836224428968,0.356077314724889,3.88573600642266,0.000102020325626096,0.00325438890040214,2.48753054998348
"ENSG00000163879",1070.29471263774,0.104114035606169,0.163546243442588,0.636603039083057,0.524383445128723,0.918547926631367,0.0368981787936425
"ENSG00000227527",3.57286699707328,2.35378641679735,1.63501440987901,1.43961203190346,0.149977193639624,0.640315763517272,0.193605806430873
"ENSG00000116954",747.726706632893,-0.07318412738534,0.337249407587356,-0.217002982774354,0.828206020409736,0.983186755721549,-0.00736398036142032
"ENSG00000228589",138.590213956161,0.204555951121029,0.45612071176792,0.448468893964872,0.653814830577921,0.953193200368863,0.0208190643667212
"ENSG00000179051",9442.07882810932,-0.129370976485625,0.232408513566454,-0.556653345010244,0.57776429900658,0.935294929493926,-0.0290514200850018
"ENSG00000215895",3.87097044052667,-0.673418649774763,1.18424829721732,-0.568646500364091,0.569596061291862,0.933505541947352,-0.0298830994288723
"ENSG00000126067",6075.3924683418,-0.0887202640606075,0.2436007867038,-0.364203520280436,0.715706038449996,0.963225226199483,-0.0162721520665521
"ENSG00000272078",13.3181271000591,1.65581221343412,0.71240596669461,2.32425371325382,0.0201119000134256,0.218416232254984,0.660715088875694
"ENSG00000054118",6356.25017182156,0.0349459988018351,0.18798468752422,0.18589811362871,0.852524661524593,0.985511030606722,0.00633851039537344
"ENSG00000237749",5.91027628666481,0.00628617654909399,1.08422011935707,0.00579787852749089,0.995373988155055,0.999818267736783,7.89324916062388e-05
"ENSG00000158315",14.9206717876408,-0.850791277111576,0.681071521943831,-1.24919520153089,0.211593686637557,0.7249855814657,-0.139670630604388
"ENSG00000186973",16.8367947795777,0.915445708412589,0.838376260770607,1.0919270395027,0.274865171616783,0.786040042471869,0.104555329556495
"ENSG00000146463",3468.59160439722,-0.0670826674857429,0.269639465350958,-0.248786532039845,0.803525909502733,0.980144506391334,-0.00870988991793328
"ENSG00000142686",1539.20536237813,0.325617864956064,0.18273793492752,1.78188434210563,0.0747680944321595,0.466283076283092,0.331350346952213
"ENSG00000117148",3.86277087052715,0.00658148806161325,1.58432854093918,0.00415411822203984,0.996685502739767,0.999818267736783,7.89324916062388e-05
"ENSG00000117000",1213.51898596475,0.256269957981247,0.297225170352103,0.862208128866275,0.388572997271875,0.865547933560713,0.0627088761369636
"ENSG00000092853",1698.57163894368,0.0690020760517195,0.220691533445061,0.312662996058691,0.754536711831748,0.969805676109036,0.0133152783607099
"ENSG00000134697",3736.7207612892,-0.066097298149052,0.170990365898858,-0.386555685763892,0.699085169919452,0.960909562768427,-0.017317484588319
"ENSG00000116151",391.759651588251,0.156269205385623,0.285125056259785,0.548072510482004,0.583642115137492,0.936214661014055,0.0286245621536225
"ENSG00000214114",753.393662112843,-0.233047508588487,0.262603633087382,-0.887449674052834,0.374836849668285,0.857195935631148,-0.0669198968196043
"ENSG00000116544",361.373442927392,1.74029147444975,0.239415117602896,7.26892892927621,3.62348965838367e-13,5.01853317686138e-11,10.2994232004411
"ENSG00000236723",4.54830782235679,0.856993171297438,1.42628736887249,0.600855893419926,0.547935972517669,0.927907435120742,0.032495345355859
"ENSG00000117016",6667.77520755199,-0.444693559029694,0.289193599103674,-1.5377019422559,0.124121508546571,0.59207370668873,-0.227624225007419
"ENSG00000163866",1662.73616085213,0.114894604526548,0.232500279831916,0.494169747277768,0.621186303297123,0.944271849167268,0.0249029574000963
"ENSG00000162384",1289.35627747839,0.019013935895237,0.227988202836438,0.083398770895518,0.933534465792066,0.99354541453915,0.00281227668403761
"ENSG00000162391",17.0409483756727,-0.667608220193296,0.562286151925141,-1.18731044310367,0.235105190373384,0.748662235294059,-0.125714073399343
"ENSG00000117859",3432.12951537175,0.0854245197347018,0.170214559477214,0.501863765338696,0.615763355186144,0.943276773633382,0.0253608590914838
"ENSG00000162396",420.390669999265,0.315972866122112,0.219981037087903,1.43636410803833,0.150898760686137,0.641252513779298,0.19297091939539
"ENSG00000162378",1621.06493646162,-0.17713736374827,0.289107323155268,-0.612704520297248,0.54007173309878,0.925263425616582,-0.0337346045534171
"ENSG00000284773",69.8494666568538,0.0679127873710865,0.43675198585051,0.155495085474738,0.87643102804355,0.988977833538998,0.00481344235588463
"ENSG00000224609",14.8016436834973,0.900770759314095,0.618676182874771,1.45596482335643,0.14540234411108,0.632824084364114,0.198717000579609
"ENSG00000235545",11.1149985740307,0.00474957060180185,0.857334719574425,0.00553992564789573,0.995579801467447,0.999818267736783,7.89324916062388e-05
"ENSG00000243725",17.2606338851317,0.665598206110914,0.57950741532759,1.14855856630352,0.2507380503568,0.763720700008955,0.117065438050234
"ENSG00000162407",126.428825384944,0.309983769366502,0.312966650729696,0.990469012093655,0.321944928183058,0.821500882227652,0.0853919658303858
"ENSG00000163877",1410.80645600563,-0.0888197116953361,0.154927118721322,-0.573299964708581,0.566441609300488,0.932834057080138,-0.0301956065259168
"ENSG00000228929",90.8111421244073,-0.928098162488216,0.360723657491057,-2.57287855457949,0.0100856591387518,0.133598352865197,-0.874198896246442
"ENSG00000157184",681.15110036364,0.209683891117119,0.180069082749641,1.16446359316804,0.24423618911826,0.757813676362695,0.12043756122089
"ENSG00000198815",2184.50157988464,-0.200048357112103,0.267376647405896,-0.748189339095184,0.45434596050101,0.891256712798257,-0.0499971860935003
"ENSG00000134744",1799.12181501151,-0.220176526452584,0.281626984488444,-0.781801952865132,0.434330973194871,0.883478777321377,-0.0538038785317719
"ENSG00000162385",1058.10676564663,-0.57891413928994,0.289823501088019,-1.99747134761899,0.0457740039871547,0.36356914617407,-0.43941297972648
"ENSG00000116652",5.42118376423721,-0.662785772849297,1.04444743003243,-0.634580308966547,0.525702174004084,0.918823389869146,-0.0367679577937206
"ENSG00000123080",5552.36758843222,-0.170242935916431,0.181410113644534,-0.938442364079079,0.348017123363923,0.839314365122753,-0.0760753437400405
"ENSG00000285778",3.30931129715598,0,2.28241508129233,0,1,1,0
"ENSG00000225675",3.19345564755884,-1.16002975479343,1.39926755902175,-0.829026405503481,0.407089465621526,0.871417840380016,-0.059773553076781
"ENSG00000162415",270.526941527094,0.200739464555547,0.345962353329703,0.580234995581274,0.561756157003948,0.932217868103611,0.0304825770691372
"ENSG00000162600",112.220245516996,-0.629901761610849,0.356190968543993,-1.7684383301062,0.0769876534249308,0.47297047161644,-0.32516597218892
"ENSG00000116704",806.923773890514,-0.323631786405485,0.308729311470501,-1.04827035976598,0.294514061705853,0.803296922885351,-0.0951238966448013
"ENSG00000157193",1056.57492265248,0.0583838052600716,0.309171353344606,0.188839634165577,0.850218507092933,0.985300571135057,0.00643126546894341
"ENSG00000116205",857.314199452706,0.0884096218129255,0.169855451539764,0.520499171568998,0.602715705149741,0.940341350049322,0.0267144660467395
"ENSG00000233994",4.33994535158912,0.114759244113133,1.14217905123409,0.10047395282652,0.919968060812942,0.99322418840444,0.00295271243336284
"ENSG00000132854",43.9100598414495,0.237835045766536,0.442754093496582,0.537171873190987,0.591148897952561,0.937707044973986,0.0279328211340981
"ENSG00000162607",2781.23710910432,-0.325422587659468,0.247378864841453,-1.31548258121418,0.188347767681643,0.693640895351295,-0.158865309848698
"ENSG00000285954",3.68646200221617,0.192525750873054,1.20825875164553,0.15934149089411,0.873399833313001,0.988977833538998,0.00481344235588463
"ENSG00000154027",122.805838878069,1.12833684881016,0.2653350780552,4.25249784943783,2.11399247376632e-05,0.000824607795070024,3.08375256410185
"ENSG00000116675",1472.74635968419,0.749255733522532,0.343725776250477,2.17980665196473,0.029271796654546,0.279474138826977,0.553658373410371
"ENSG00000162433",702.535311799088,0.873655045994506,0.187224915790443,4.66633963917694,3.0661273144619e-06,0.000147140491277127,3.83226779825554
"ENSG00000213625",3050.19228920832,-0.363480688026896,0.204826472060083,-1.77457866832894,0.0759674820264758,0.469338342514221,-0.32851396472605
"ENSG00000158966",1313.03570042812,0.163566897975004,0.27917405905904,0.585895761684692,0.557945565660962,0.931119251965916,0.0309946937188605
"ENSG00000203965",290.211796676709,-0.121941069660138,0.319609801047126,-0.381531070889025,0.702809220350633,0.961465587278297,-0.0170662553907635
"ENSG00000117069",990.043443848219,0.116022945184257,0.191441264526964,0.606049826671071,0.54448166669464,0.926804436687767,0.0330118958742899
"ENSG00000125703",413.629653591633,-0.227911767099061,0.235435125898838,-0.968044875330076,0.33302195844889,0.830094131452592,-0.0808726564764115
"ENSG00000230498",2.7721073198583,-1.61655520487062,1.82288510302517,-0.886811353160917,0.375180474168468,0.857195935631148,-0.0669198968196043
"ENSG00000137941",747.875655868873,0.739652185290113,0.263844082945635,2.80336847820279,0.00505718539868144,0.0801930348401057,1.09586335069176
"ENSG00000286548",5.65889781479674,-0.118240650856269,1.16655776153393,-0.101358590851766,0.919265806843496,0.99322243673744,-0.00295347836314202
"ENSG00000066135",1032.92439208089,0.0972373900242688,0.264442246888972,0.367707471738034,0.71309136866755,0.963225226199483,0.0162721520665521
"ENSG00000117174",877.107710772902,-0.671252188509241,0.274349920104646,-2.44670087111089,0.0144170436288545,0.173440442952294,-0.760849625988734
"ENSG00000184313",3.78106074851519,-0.940397738421235,1.1841311461258,-0.79416688049968,0.427098286575139,0.879476033228923,-0.0557759910879873
"ENSG00000288543",10.5879540840946,-0.294376133573646,0.694661682821181,-0.423769067523801,0.671734239031337,0.956191536992712,-0.0194551044528532
"ENSG00000122420",43.2542637401476,0.57098123861748,0.45369102492099,1.25852443018223,0.208202157676203,0.719533767597654,0.142948819882751
"ENSG00000143013",1108.81491230669,0.208893842643952,0.186961975597397,1.11730656448444,0.263863269669056,0.776404454775845,0.109911981425075
"ENSG00000226084",218.350023333396,-0.270816830464197,0.449309799882569,-0.602739647643958,0.546681901607184,0.927889503762092,-0.0325037379660116
"ENSG00000134748",2457.65389053735,-0.106715813077404,0.169349596155377,-0.630150974670724,0.528595811342173,0.919952288557048,-0.0362346958649988
"ENSG00000142892",1056.32929721795,-0.0986126645453448,0.292999010104462,-0.336563132108149,0.736446252591668,0.96695565399404,-0.014593442842856
"ENSG00000287743",16.3156904488557,-0.830334280881406,0.757599782738633,-1.09600649287391,0.273075933058658,0.784318236398822,-0.105507686972183
"ENSG00000237505",9.10406996610574,-0.962965107771823,1.05918975800036,-0.909152586208731,0.363269587856258,0.850024421627298,-0.0705685966085157
"ENSG00000116641",5064.87848632444,0.0592410097318279,0.272352154051783,0.217516215129932,0.827806071646215,0.983186755721549,0.00736398036142032
"ENSG00000172260",247.669673643053,-0.280035680398661,0.316298511857854,-0.885352506889156,0.375966538953261,0.857366949702447,-0.0668332619479707
"ENSG00000137944",1809.03858183997,-0.375093316463962,0.222593944264427,-1.68510117246665,0.0919690534923318,0.516072841411997,-0.287288995290162
"ENSG00000067334",2873.87692855502,-0.124763234749756,0.206839409457643,-0.603188894596537,0.546383034675986,0.927888813343017,-0.0325040611136545
"ENSG00000142949",4741.15787511222,0.70947238585662,0.340933805232595,2.08096813800145,0.0374368225314711,0.325219640320566,0.487823234832946
"ENSG00000232882",50.1587608496984,0.132108500690963,0.652991051334467,0.202312880737007,0.839672130811089,0.984969421475913,0.0065772520307282
"ENSG00000171502",44.3658084884359,-3.63793594434027,0.67054134986458,-5.42537152268831,5.78341172196674e-08,3.74433132283426e-06,-5.42662572902789
"ENSG00000116157",1080.79138119062,-0.262785366289239,0.216726598489337,-1.21252014344777,0.225313336606317,0.739542784604175,-0.131036695798247
"ENSG00000143036",258.195287445463,0.452940066515833,0.228229957478568,1.98457762302465,0.0471914840008397,0.368686627772358,0.433342613926275
"ENSG00000065243",1129.82980051482,-0.547146282527516,0.310195909501794,-1.76387329996159,0.0777533130386833,0.476035827462618,-0.322360360128721
"ENSG00000237899",3.80303993852828,-1.79658370386125,1.20150573537668,-1.49527684384961,0.134842205832274,0.612952220653853,-0.212573377219102
"ENSG00000117528",2316.24181591639,-0.0941006608161674,0.212766706278536,-0.442271549257236,0.658292716195657,0.954687612825887,-0.0201387124159963
"ENSG00000036549",1641.49898049377,-0.38768108407559,0.249536568678565,-1.55360429186222,0.120278834938706,0.582572320709098,-0.234650153503182
"ENSG00000142700",428.886451672414,-0.0128475929987662,0.198301207176422,-0.0647882742707467,0.948342577611852,0.994468577062236,-0.00240893503736158
"ENSG00000233514",4.47870206213602,-0.643586037371452,1.19729401564973,-0.537533829585043,0.590898923594164,0.937707044973986,-0.0279328211340981
"ENSG00000127124",148.337542901868,0.882714593414498,0.398485766179349,2.2151722052155,0.0267482468938516,0.264556205929571,0.577482046381572
"ENSG00000266993",10.9233595414228,0.0383469640700196,0.927966141622404,0.0413236672654628,0.967037865433341,0.996927892333961,0.00133625301630446
"ENSG00000137936",512.857516515549,0.52117735956801,0.174462908768254,2.98732471702803,0.00281430626776486,0.0516656577663578,1.28679803714515
"ENSG00000280040",8.61308064569031,-0.519438106754816,1.05972024347642,-0.490165314810629,0.624016922723105,0.945749771629135,-0.0242237549046007
"ENSG00000117519",12624.9115254725,-0.461096265886496,0.139774345637953,-3.29886191762856,0.000970776506545237,0.0218329931066078,-1.66088672234959
"ENSG00000134215",123.017070942147,0.286211079738434,0.346464881154077,0.826089728878328,0.408753193674241,0.871442244152235,0.0597613909718509
"ENSG00000228502",29.4312686322567,-0.547844861805913,0.529275805458988,-1.03508389417276,0.300629733450919,0.807049071806525,-0.093100057636217
"ENSG00000188641",1028.99569213913,-0.345424695870696,0.211915649773137,-1.63001031891927,0.103099316098423,0.541259346737691,-0.266594590959032
"ENSG00000152078",304.67251539826,-0.438298384648467,0.316644084680108,-1.38419887139613,0.166297568852934,0.665443246063634,-0.176888978464947
"ENSG00000237954",18.5140971579457,3.02035167704627,0.808624539384576,3.73517192459307,0.000187586987881797,0.00559259680629068,2.25238648964993
"ENSG00000171492",1324.17752023408,0.253918686316059,0.175091228020037,1.45020792410572,0.147000546007647,0.635106744039115,0.197153275572337
"ENSG00000170989",80.2239268212364,-0.331970421368893,0.371669444410002,-0.893187283382607,0.371756886936965,0.855510769297766,-0.0677745191244521
"ENSG00000116299",27.2053112271082,2.25377754679733,0.557568353202962,4.04215471314048,5.29622678495653e-05,0.00182228507445289,2.7393836819309
"ENSG00000137962",346.961785402022,-1.36378475991768,0.284612754492568,-4.79172046364947,1.65357185097866e-06,8.41395140656323e-05,-4.07500000051042
"ENSG00000260464",13.3001365351917,0.618429541492005,0.81354207501521,0.760169093258567,0.44715351675202,0.887716428770979,0.0517257426537159
"ENSG00000237435",2.66614262198119,1.37802174292544,1.61634931138201,0.852551941106842,0.393907823352091,0.867831725077177,0.0615644775369368
"ENSG00000273204",3.00213909857561,-0.788842383033054,1.53642799090669,-0.513426198755684,0.607653223197019,0.941725639890289,-0.0260756051019256
"ENSG00000079739",3072.93949661462,0.27650708771717,0.194674251414951,1.42035778079244,0.155503547410444,0.649234840562995,0.187598182224964
"ENSG00000162377",1360.92425838042,-0.0558757230504608,0.190512391548906,-0.293291804255772,0.769299117607804,0.972935721242493,-0.0119158512340389
"ENSG00000224613",4.62322341893012,0.319168074994595,1.28807354641,0.247787151505557,0.804299096593799,0.98034420157439,0.00862141553293768
"ENSG00000116774",1651.85154745884,0.369502467969242,0.170431018400224,2.16804705761681,0.0301551063390701,0.285293641166395,0.544707908108511
"ENSG00000284652",5.51525082654494,-0.142672432999777,1.26788684127657,-0.112527733828461,0.910404980973361,0.991493977438803,-0.00370991945468292
"ENSG00000023909",1088.96805841528,0.151661148249354,0.212143472133733,0.714898963064713,0.474671477804997,0.900233042554893,0.0456450505667281
"ENSG00000069702",11.5077901514608,-2.89347531867138,0.959173935502436,-3.0166325538816,0.00255599437949874,0.0480983706848013,-1.3178696349481
"ENSG00000198198",1360.44500757668,0.208997932484679,0.422992828511915,0.494093323567521,0.621240272774424,0.944271849167268,0.0249029574000963
"ENSG00000116793",2239.2596076142,0.0396822752325491,0.154836245845657,0.256285438954036,0.797730439914355,0.977979171622676,0.00967039444109223
"ENSG00000183298",183.918480108536,-0.219284148858407,0.459614522081761,-0.477104482828762,0.633287722678027,0.948358760953042,-0.0230273394259559
"ENSG00000234332",6.04329143410769,-0.705138927060897,0.98126574158381,-0.718601391222288,0.472386555950063,0.89947546276904,-0.0460106794883646
"ENSG00000117525",162.25142364162,0.0640098230024032,0.268503414841551,0.238394819075864,0.81157488539006,0.981269432326909,0.00821172971799488
"ENSG00000162692",1150.33056711258,0.449237188481895,0.171328685310676,2.62207806980646,0.00873954085760031,0.120205765296585,0.920074702246355
"ENSG00000228057",5.31073170042305,-0.220754704726944,1.0711401420466,-0.206093204858472,0.836718106577394,0.984969421475913,-0.0065772520307282
"ENSG00000181656",22.6474784440063,-0.00662552160426759,0.58415088865883,-0.0113421407600343,0.990950475029617,0.999787520633473,-9.22884214407053e-05
"ENSG00000122481",87.766607783619,-0.126367222831075,0.422332301636041,-0.299212781834473,0.764777697303761,0.971697151828314,-0.0124690702423327
"ENSG00000198162",2220.99823799052,-0.228869460393582,0.311558272120022,-0.734595999766663,0.462585574948928,0.895031723840612,-0.0481615711145323
"ENSG00000171517",21.3652624052776,-1.87167159269488,0.56076282627776,-3.33772408759454,0.000844675802092541,0.0195712332167997,-1.70838180784344
"ENSG00000228852",5.85092024350975,-1.23854456687003,1.21875533831631,-1.0162372446147,0.309516424506461,0.813493624486534,-0.0896458463671565
"ENSG00000232878",4.2091362375246,-1.60103829274078,1.44870925608434,-1.10514810754241,0.269095418028177,0.781098477325362,-0.107294208807876
"ENSG00000143079",1723.15855949776,-0.0392374665216607,0.262048909590066,-0.149733370701834,0.880974978957961,0.988977833538998,-0.00481344235588463
"ENSG00000232450",74.9097655508354,0.163498501877774,0.33805237359763,0.483648436299339,0.628635393501445,0.946997884310769,0.0236509912535216
"ENSG00000173947",58.3905133233681,0.497512975362379,0.374742077786736,1.32761439094521,0.184305527934894,0.688922378756734,0.161829707521469
"ENSG00000134198",130.079994668954,-0.49391052217561,0.277676432923471,-1.77872683315452,0.0752845577394659,0.467579556747367,-0.33014448507627
"ENSG00000226053",18.5158437269436,-0.465969339646795,0.607944869321718,-0.766466439903794,0.44339881322234,0.88700029525043,-0.0520762356072688
"ENSG00000279513",6.82031577499982,-0.321231137597801,1.22618523746749,-0.2619760275872,0.793339924118842,0.977137495861341,-0.0100443211405679
"ENSG00000117620",503.288022101948,-1.04886779513131,0.37666312759382,-2.78463092958325,0.00535886809157937,0.0836434453980253,-1.07756808624972
"ENSG00000162688",1292.29834450281,-0.500508428083364,0.301706342782482,-1.65892577354335,0.0971307503637017,0.527946400946072,-0.277410166395996
"ENSG00000197106",35.6962764325441,-1.51346251776564,0.531926075306276,-2.84524972176671,0.00443766176330703,0.0722539824155117,-1.14113821094627
"ENSG00000259946",8.42189358934711,0.0373177055372365,0.884266978166134,0.0422018535789147,0.966337784936142,0.996858310023767,0.00136656641031978
"ENSG00000236137",11.1889805173427,1.49841477986664,0.75590261677442,1.98228547780488,0.0474472984483582,0.369892850710873,0.43192406264736
"ENSG00000185946",311.415398414935,-0.460649188999698,0.213511238410209,-2.15749387446611,0.0309672039001646,0.288879725603775,-0.539282937101387
"ENSG00000162627",4945.99925387207,-0.289445832726005,0.306875245422086,-0.943203588571935,0.345576778214362,0.83745920682889,-0.0770363385365981
"ENSG00000162695",1010.7790126574,-0.0637183691285326,0.261594737887276,-0.243576647004227,0.807558716612843,0.980936166697295,-0.00835925291883863
"ENSG00000265808",2461.7318916603,0.104674520168896,0.196765171883593,0.531976869518462,0.594742015762857,0.938276631706637,0.0276690998814752
"ENSG00000134247",6104.21236658604,0.337026938528032,0.269463655627331,1.25073245125918,0.211032106700664,0.723733545039452,0.140421297364411
"ENSG00000162664",1395.79946117456,-0.367934148649815,0.212974115111111,-1.72760031639459,0.084059906058286,0.494484657062761,-0.305847179206041
"ENSG00000134253",268.999404572929,-0.138427137979451,0.214989442079144,-0.643878772095663,0.519654048163232,0.91755564370685,-0.0373675891771526
"ENSG00000223416",8.28073522540217,-0.958509480386815,0.838276928266857,-1.14342820142807,0.252860849048132,0.765544266701753,-0.116029691669224
"ENSG00000227850",6.83636375072527,0.519850341920473,1.11952310176673,0.464349812076315,0.642397141242171,0.95144342753316,0.0216170295951394
"ENSG00000183508",371.434776038914,0.602757830469409,0.221602044768478,2.7200012125301,0.00652816769367993,0.0964590774076961,1.01565689624643
"ENSG00000277702",47.242872544793,-0.544681904848474,0.470797906176008,-1.15693357532657,0.247299499873174,0.761457590445405,-0.118354279784846
"ENSG00000143398",4770.77122713193,-0.0145519097624481,0.257086103503654,-0.0566032530118503,0.95486124317302,0.994979601391694,-0.00218582286617061
"ENSG00000196505",864.757032930149,0.341037474991655,0.196700900463858,1.73378705530795,0.0829558732900352,0.491703324651697,0.308296855218065
"ENSG00000235526",3.11405474931973,-1.43632366080005,1.62596624869865,-0.88336622113135,0.377038435240034,0.857366949702447,-0.0668332619479707
"ENSG00000065183",3198.70695808928,0.146894712706093,0.201818288480718,0.727856299901816,0.466701556431547,0.896658125021914,0.0473731118252672
"ENSG00000227082",6.2368639886529,-5.08363014177301,1.43681657561766,-3.53812047274557,0.000402986147279999,0.0105737959963168,-1.97576907283469
"ENSG00000163156",1617.60925955229,0.229032461615372,0.275041037144037,0.832721051351435,0.40500206911572,0.870651554420975,0.0601556202734477
"ENSG00000274642",7.68466332214341,1.81722153708533,1.01053533975856,1.79827608752358,0.0721332671876034,0.458597410187776,0.338568402166773
"ENSG00000261168",44.2573579111147,-0.484082549525616,0.606267169671571,-0.798464066243031,0.424601237837906,0.878414903731497,-0.0563003043222171
"ENSG00000079335",251.950741149534,-0.55618398961248,0.293258921916456,-1.89656289390209,0.0578856517993505,0.409557690402801,-0.387684914760921
"ENSG00000171943",282.449147573182,-0.223809251450641,0.261036414804981,-0.857387087613227,0.391230993027888,0.866754351857047,-0.0621039691318983
"ENSG00000116830",1078.62057684662,0.241848770752259,0.333438534016906,0.725317400597728,0.468257333179603,0.897921422435945,0.0467616670026402
"ENSG00000081026",1141.61507596364,0.0807620651767143,0.337467549093071,0.239318018558403,0.810858994508917,0.981269432326909,0.00821172971799488
