from,to,combined_score
9606.ENSP00000311648,9606.ENSP00000315137,945
9606.ENSP00000311648,9606.ENSP00000315137,945
9606.ENSP00000266744,9606.ENSP00000317333,940
9606.ENSP00000266744,9606.ENSP00000317333,940
9606.ENSP00000255189,9606.ENSP00000317721,945
9606.ENSP00000255189,9606.ENSP00000317721,945
9606.ENSP00000268533,9606.ENSP00000317721,903
9606.ENSP00000268533,9606.ENSP00000317721,903
9606.ENSP00000311165,9606.ENSP00000318355,768
9606.ENSP00000311165,9606.ENSP00000318355,768
9606.ENSP00000284486,9606.ENSP00000320509,736
9606.ENSP00000284486,9606.ENSP00000320509,736
9606.ENSP00000230538,9606.ENSP00000327290,761
9606.ENSP00000230538,9606.ENSP00000327290,761
9606.ENSP00000296585,9606.ENSP00000327290,908
9606.ENSP00000296585,9606.ENSP00000327290,908
9606.ENSP00000307046,9606.ENSP00000327336,947
9606.ENSP00000307046,9606.ENSP00000327336,947
9606.ENSP00000282561,9606.ENSP00000327758,760
9606.ENSP00000282561,9606.ENSP00000327758,760
9606.ENSP00000222725,9606.ENSP00000328169,753
9606.ENSP00000222725,9606.ENSP00000328169,753
9606.ENSP00000266376,9606.ENSP00000329200,876
9606.ENSP00000266376,9606.ENSP00000329200,876
9606.ENSP00000300105,9606.ENSP00000329200,720
9606.ENSP00000300105,9606.ENSP00000329200,720
9606.ENSP00000252575,9606.ENSP00000330633,903
9606.ENSP00000252575,9606.ENSP00000330633,903
9606.ENSP00000307046,9606.ENSP00000331210,925
9606.ENSP00000307046,9606.ENSP00000331210,925
9606.ENSP00000313437,9606.ENSP00000331210,904
9606.ENSP00000313437,9606.ENSP00000331210,904
9606.ENSP00000265165,9606.ENSP00000332194,905
9606.ENSP00000265165,9606.ENSP00000332194,905
9606.ENSP00000306245,9606.ENSP00000332194,705
9606.ENSP00000306245,9606.ENSP00000332194,705
9606.ENSP00000309790,9606.ENSP00000332194,710
9606.ENSP00000309790,9606.ENSP00000332194,710
9606.ENSP00000308057,9606.ENSP00000332737,801
9606.ENSP00000308057,9606.ENSP00000332737,801
9606.ENSP00000263431,9606.ENSP00000333568,825
9606.ENSP00000263431,9606.ENSP00000333568,825
9606.ENSP00000255189,9606.ENSP00000333667,825
9606.ENSP00000255189,9606.ENSP00000333667,825
9606.ENSP00000258494,9606.ENSP00000333667,962
9606.ENSP00000258494,9606.ENSP00000333667,962
9606.ENSP00000317721,9606.ENSP00000333667,946
9606.ENSP00000317721,9606.ENSP00000333667,946
9606.ENSP00000260653,9606.ENSP00000334813,791
9606.ENSP00000260653,9606.ENSP00000334813,791
9606.ENSP00000305924,9606.ENSP00000335083,767
9606.ENSP00000305924,9606.ENSP00000335083,767
9606.ENSP00000263373,9606.ENSP00000335196,793
9606.ENSP00000263373,9606.ENSP00000335196,793
9606.ENSP00000263233,9606.ENSP00000337103,738
9606.ENSP00000263233,9606.ENSP00000337103,738
9606.ENSP00000265431,9606.ENSP00000337103,777
9606.ENSP00000265431,9606.ENSP00000337103,777
9606.ENSP00000303211,9606.ENSP00000337103,927
9606.ENSP00000303211,9606.ENSP00000337103,927
9606.ENSP00000256509,9606.ENSP00000337697,732
9606.ENSP00000256509,9606.ENSP00000337697,732
9606.ENSP00000265431,9606.ENSP00000337697,708
9606.ENSP00000265431,9606.ENSP00000337697,708
9606.ENSP00000291700,9606.ENSP00000337697,705
9606.ENSP00000291700,9606.ENSP00000337697,705
9606.ENSP00000246186,9606.ENSP00000337816,908
9606.ENSP00000246186,9606.ENSP00000337816,908
9606.ENSP00000265459,9606.ENSP00000338864,746
9606.ENSP00000265459,9606.ENSP00000338864,746
9606.ENSP00000248437,9606.ENSP00000340820,967
9606.ENSP00000248437,9606.ENSP00000340820,967
9606.ENSP00000259750,9606.ENSP00000340820,723
9606.ENSP00000259750,9606.ENSP00000340820,723
9606.ENSP00000264071,9606.ENSP00000340820,933
9606.ENSP00000264071,9606.ENSP00000340820,933
9606.ENSP00000291700,9606.ENSP00000340820,989
9606.ENSP00000291700,9606.ENSP00000340820,989
9606.ENSP00000295987,9606.ENSP00000340820,733
9606.ENSP00000295987,9606.ENSP00000340820,733
9606.ENSP00000296755,9606.ENSP00000340820,797
9606.ENSP00000296755,9606.ENSP00000340820,797
9606.ENSP00000222812,9606.ENSP00000340914,740
9606.ENSP00000222812,9606.ENSP00000340914,740
9606.ENSP00000295987,9606.ENSP00000340914,702
9606.ENSP00000295987,9606.ENSP00000340914,702
9606.ENSP00000263431,9606.ENSP00000342793,911
9606.ENSP00000263431,9606.ENSP00000342793,911
9606.ENSP00000263373,9606.ENSP00000344786,979
9606.ENSP00000263373,9606.ENSP00000344786,979
9606.ENSP00000265709,9606.ENSP00000344786,955
9606.ENSP00000265709,9606.ENSP00000344786,955
9606.ENSP00000331210,9606.ENSP00000344786,706
9606.ENSP00000331210,9606.ENSP00000344786,706
9606.ENSP00000335196,9606.ENSP00000344786,991
9606.ENSP00000335196,9606.ENSP00000344786,991
9606.ENSP00000337697,9606.ENSP00000344786,967
9606.ENSP00000337697,9606.ENSP00000344786,967
9606.ENSP00000222812,9606.ENSP00000346265,926
9606.ENSP00000222812,9606.ENSP00000346265,926
9606.ENSP00000266376,9606.ENSP00000346265,910
9606.ENSP00000266376,9606.ENSP00000346265,910
9606.ENSP00000268070,9606.ENSP00000347484,922
9606.ENSP00000268070,9606.ENSP00000347484,922
9606.ENSP00000274181,9606.ENSP00000347484,908
9606.ENSP00000274181,9606.ENSP00000347484,908
9606.ENSP00000299164,9606.ENSP00000347484,905
9606.ENSP00000299164,9606.ENSP00000347484,905
9606.ENSP00000256509,9606.ENSP00000347591,980
9606.ENSP00000256509,9606.ENSP00000347591,980
9606.ENSP00000300105,9606.ENSP00000347754,786
9606.ENSP00000300105,9606.ENSP00000347754,786
9606.ENSP00000267430,9606.ENSP00000348020,768
9606.ENSP00000267430,9606.ENSP00000348020,768
9606.ENSP00000306245,9606.ENSP00000349022,966
9606.ENSP00000306245,9606.ENSP00000349022,966
9606.ENSP00000325146,9606.ENSP00000349790,792
9606.ENSP00000325146,9606.ENSP00000349790,792
9606.ENSP00000327336,9606.ENSP00000349790,711
9606.ENSP00000327336,9606.ENSP00000349790,711
9606.ENSP00000265165,9606.ENSP00000350844,956
9606.ENSP00000265165,9606.ENSP00000350844,956
9606.ENSP00000331614,9606.ENSP00000350844,824
9606.ENSP00000331614,9606.ENSP00000350844,824
9606.ENSP00000222812,9606.ENSP00000351614,795
9606.ENSP00000222812,9606.ENSP00000351614,795
9606.ENSP00000295987,9606.ENSP00000351614,924
9606.ENSP00000295987,9606.ENSP00000351614,924
9606.ENSP00000305613,9606.ENSP00000351614,822
9606.ENSP00000305613,9606.ENSP00000351614,822
9606.ENSP00000266376,9606.ENSP00000352011,706
9606.ENSP00000266376,9606.ENSP00000352011,706
9606.ENSP00000222812,9606.ENSP00000352544,939
9606.ENSP00000222812,9606.ENSP00000352544,939
9606.ENSP00000273666,9606.ENSP00000352544,711
9606.ENSP00000273666,9606.ENSP00000352544,711
9606.ENSP00000295987,9606.ENSP00000352544,710
9606.ENSP00000295987,9606.ENSP00000352544,710
9606.ENSP00000305613,9606.ENSP00000352544,886
9606.ENSP00000305613,9606.ENSP00000352544,886
9606.ENSP00000236877,9606.ENSP00000353414,714
9606.ENSP00000236877,9606.ENSP00000353414,714
9606.ENSP00000263233,9606.ENSP00000353508,848
9606.ENSP00000263233,9606.ENSP00000353508,848
9606.ENSP00000291700,9606.ENSP00000353508,806
9606.ENSP00000291700,9606.ENSP00000353508,806
9606.ENSP00000295987,9606.ENSP00000353508,797
9606.ENSP00000295987,9606.ENSP00000353508,797
9606.ENSP00000296755,9606.ENSP00000353508,832
9606.ENSP00000296755,9606.ENSP00000353508,832
9606.ENSP00000311997,9606.ENSP00000353508,711
9606.ENSP00000311997,9606.ENSP00000353508,711
9606.ENSP00000337697,9606.ENSP00000353508,757
9606.ENSP00000337697,9606.ENSP00000353508,757
9606.ENSP00000340820,9606.ENSP00000353508,732
9606.ENSP00000340820,9606.ENSP00000353508,732
9606.ENSP00000248437,9606.ENSP00000353785,942
9606.ENSP00000248437,9606.ENSP00000353785,942
9606.ENSP00000308057,9606.ENSP00000353785,825
9606.ENSP00000308057,9606.ENSP00000353785,825
9606.ENSP00000230538,9606.ENSP00000354360,923
9606.ENSP00000230538,9606.ENSP00000354360,923
9606.ENSP00000306490,9606.ENSP00000354360,900
9606.ENSP00000306490,9606.ENSP00000354360,900
9606.ENSP00000287713,9606.ENSP00000354387,963
9606.ENSP00000287713,9606.ENSP00000354387,963
9606.ENSP00000307093,9606.ENSP00000354536,772
9606.ENSP00000307093,9606.ENSP00000354536,772
9606.ENSP00000354481,9606.ENSP00000354536,737
9606.ENSP00000354481,9606.ENSP00000354536,737
9606.ENSP00000291700,9606.ENSP00000354859,837
9606.ENSP00000291700,9606.ENSP00000354859,837
9606.ENSP00000340684,9606.ENSP00000354859,757
9606.ENSP00000340684,9606.ENSP00000354859,757
9606.ENSP00000230538,9606.ENSP00000354923,928
9606.ENSP00000230538,9606.ENSP00000354923,928
9606.ENSP00000306490,9606.ENSP00000354923,900
9606.ENSP00000306490,9606.ENSP00000354923,900
9606.ENSP00000354360,9606.ENSP00000354923,915
9606.ENSP00000354360,9606.ENSP00000354923,915
9606.ENSP00000327336,9606.ENSP00000354932,913
9606.ENSP00000327336,9606.ENSP00000354932,913
9606.ENSP00000349677,9606.ENSP00000355110,762
9606.ENSP00000349677,9606.ENSP00000355110,762
9606.ENSP00000355046,9606.ENSP00000355265,957
9606.ENSP00000355046,9606.ENSP00000355265,957
9606.ENSP00000355969,9606.ENSP00000356370,703
9606.ENSP00000355969,9606.ENSP00000356370,703
9606.ENSP00000312021,9606.ENSP00000356404,929
9606.ENSP00000312021,9606.ENSP00000356404,929
9606.ENSP00000230538,9606.ENSP00000356515,907
9606.ENSP00000230538,9606.ENSP00000356515,907
9606.ENSP00000306490,9606.ENSP00000356515,900
9606.ENSP00000306490,9606.ENSP00000356515,900
9606.ENSP00000354360,9606.ENSP00000356515,916
9606.ENSP00000354360,9606.ENSP00000356515,916
9606.ENSP00000354923,9606.ENSP00000356515,939
9606.ENSP00000354923,9606.ENSP00000356515,939
9606.ENSP00000340820,9606.ENSP00000356832,710
9606.ENSP00000340820,9606.ENSP00000356832,710
9606.ENSP00000306497,9606.ENSP00000357067,775
9606.ENSP00000306497,9606.ENSP00000357067,775
9606.ENSP00000334910,9606.ENSP00000357669,809
9606.ENSP00000334910,9606.ENSP00000357669,809
9606.ENSP00000291700,9606.ENSP00000357709,744
9606.ENSP00000291700,9606.ENSP00000357709,744
9606.ENSP00000357688,9606.ENSP00000357709,710
9606.ENSP00000357688,9606.ENSP00000357709,710
9606.ENSP00000327145,9606.ENSP00000358081,794
9606.ENSP00000327145,9606.ENSP00000358081,794
9606.ENSP00000358081,9606.ENSP00000358211,941
9606.ENSP00000358081,9606.ENSP00000358211,941
9606.ENSP00000221166,9606.ENSP00000358865,719
9606.ENSP00000221166,9606.ENSP00000358865,719
9606.ENSP00000252575,9606.ENSP00000359077,943
9606.ENSP00000252575,9606.ENSP00000359077,943
9606.ENSP00000265709,9606.ENSP00000359077,780
9606.ENSP00000265709,9606.ENSP00000359077,780
9606.ENSP00000330633,9606.ENSP00000359077,900
9606.ENSP00000330633,9606.ENSP00000359077,900
9606.ENSP00000348020,9606.ENSP00000359454,817
9606.ENSP00000348020,9606.ENSP00000359454,817
9606.ENSP00000305651,9606.ENSP00000359504,903
9606.ENSP00000305651,9606.ENSP00000359504,903
9606.ENSP00000359504,9606.ENSP00000359512,790
9606.ENSP00000359504,9606.ENSP00000359512,790
9606.ENSP00000345494,9606.ENSP00000359783,749
9606.ENSP00000345494,9606.ENSP00000359783,749
9606.ENSP00000357113,9606.ENSP00000359783,733
9606.ENSP00000357113,9606.ENSP00000359783,733
9606.ENSP00000359504,9606.ENSP00000359783,911
9606.ENSP00000359504,9606.ENSP00000359783,911
9606.ENSP00000305651,9606.ENSP00000359787,740
9606.ENSP00000305651,9606.ENSP00000359787,740
9606.ENSP00000345494,9606.ENSP00000359787,775
9606.ENSP00000345494,9606.ENSP00000359787,775
9606.ENSP00000359504,9606.ENSP00000359787,820
9606.ENSP00000359504,9606.ENSP00000359787,820
9606.ENSP00000359783,9606.ENSP00000359787,896
9606.ENSP00000359783,9606.ENSP00000359787,896
9606.ENSP00000222812,9606.ENSP00000360423,994
9606.ENSP00000222812,9606.ENSP00000360423,994
9606.ENSP00000266376,9606.ENSP00000360423,832
9606.ENSP00000266376,9606.ENSP00000360423,832
9606.ENSP00000300105,9606.ENSP00000360423,887
9606.ENSP00000300105,9606.ENSP00000360423,887
9606.ENSP00000329200,9606.ENSP00000360423,766
9606.ENSP00000329200,9606.ENSP00000360423,766
9606.ENSP00000352011,9606.ENSP00000360423,723
9606.ENSP00000352011,9606.ENSP00000360423,723
9606.ENSP00000247986,9606.ENSP00000360608,781
9606.ENSP00000247986,9606.ENSP00000360608,781
9606.ENSP00000262895,9606.ENSP00000360608,732
9606.ENSP00000262895,9606.ENSP00000360608,732
9606.ENSP00000263233,9606.ENSP00000360608,746
9606.ENSP00000263233,9606.ENSP00000360608,746
9606.ENSP00000263431,9606.ENSP00000360608,726
9606.ENSP00000263431,9606.ENSP00000360608,726
9606.ENSP00000293441,9606.ENSP00000360608,807
9606.ENSP00000293441,9606.ENSP00000360608,807
9606.ENSP00000295987,9606.ENSP00000360608,706
9606.ENSP00000295987,9606.ENSP00000360608,706
9606.ENSP00000296452,9606.ENSP00000360608,798
9606.ENSP00000296452,9606.ENSP00000360608,798
9606.ENSP00000300105,9606.ENSP00000360608,911
9606.ENSP00000300105,9606.ENSP00000360608,911
9606.ENSP00000306497,9606.ENSP00000360608,798
9606.ENSP00000306497,9606.ENSP00000360608,798
9606.ENSP00000345985,9606.ENSP00000360608,875
9606.ENSP00000345985,9606.ENSP00000360608,875
9606.ENSP00000347754,9606.ENSP00000360608,776
9606.ENSP00000347754,9606.ENSP00000360608,776
9606.ENSP00000349022,9606.ENSP00000360608,755
9606.ENSP00000349022,9606.ENSP00000360608,755
9606.ENSP00000354859,9606.ENSP00000360608,794
9606.ENSP00000354859,9606.ENSP00000360608,794
9606.ENSP00000222812,9606.ENSP00000360806,996
9606.ENSP00000222812,9606.ENSP00000360806,996
9606.ENSP00000264661,9606.ENSP00000360806,702
9606.ENSP00000264661,9606.ENSP00000360806,702
9606.ENSP00000312129,9606.ENSP00000360806,865
9606.ENSP00000312129,9606.ENSP00000360806,865
9606.ENSP00000357461,9606.ENSP00000360822,704
9606.ENSP00000357461,9606.ENSP00000360822,704
9606.ENSP00000360423,9606.ENSP00000360858,809
9606.ENSP00000360423,9606.ENSP00000360858,809
9606.ENSP00000264563,9606.ENSP00000361004,719
9606.ENSP00000264563,9606.ENSP00000361004,719
9606.ENSP00000223095,9606.ENSP00000361405,767
9606.ENSP00000223095,9606.ENSP00000361405,767
9606.ENSP00000228280,9606.ENSP00000361405,951
9606.ENSP00000228280,9606.ENSP00000361405,951
9606.ENSP00000243077,9606.ENSP00000361405,938
9606.ENSP00000243077,9606.ENSP00000361405,938
9606.ENSP00000245323,9606.ENSP00000361405,941
9606.ENSP00000245323,9606.ENSP00000361405,941
9606.ENSP00000293404,9606.ENSP00000361471,988
9606.ENSP00000293404,9606.ENSP00000361471,988
9606.ENSP00000245323,9606.ENSP00000362139,863
9606.ENSP00000245323,9606.ENSP00000362139,863
9606.ENSP00000342793,9606.ENSP00000362354,805
9606.ENSP00000342793,9606.ENSP00000362354,805
9606.ENSP00000306245,9606.ENSP00000362410,937
9606.ENSP00000306245,9606.ENSP00000362410,937
9606.ENSP00000265459,9606.ENSP00000362444,766
9606.ENSP00000265459,9606.ENSP00000362444,766
9606.ENSP00000293441,9606.ENSP00000362444,975
9606.ENSP00000293441,9606.ENSP00000362444,975
9606.ENSP00000265969,9606.ENSP00000362566,796
9606.ENSP00000265969,9606.ENSP00000362566,796
9606.ENSP00000351908,9606.ENSP00000362994,968
9606.ENSP00000351908,9606.ENSP00000362994,968
9606.ENSP00000303211,9606.ENSP00000363229,818
9606.ENSP00000303211,9606.ENSP00000363229,818
9606.ENSP00000337103,9606.ENSP00000363229,957
9606.ENSP00000337103,9606.ENSP00000363229,957
9606.ENSP00000247986,9606.ENSP00000363480,863
9606.ENSP00000247986,9606.ENSP00000363480,863
9606.ENSP00000262895,9606.ENSP00000363480,843
9606.ENSP00000262895,9606.ENSP00000363480,843
9606.ENSP00000265459,9606.ENSP00000363480,809
9606.ENSP00000265459,9606.ENSP00000363480,809
9606.ENSP00000293441,9606.ENSP00000363480,873
9606.ENSP00000293441,9606.ENSP00000363480,873
9606.ENSP00000300105,9606.ENSP00000363480,874
9606.ENSP00000300105,9606.ENSP00000363480,874
9606.ENSP00000345985,9606.ENSP00000363480,864
9606.ENSP00000345985,9606.ENSP00000363480,864
9606.ENSP00000360608,9606.ENSP00000363480,945
9606.ENSP00000360608,9606.ENSP00000363480,945
9606.ENSP00000362444,9606.ENSP00000363480,842
9606.ENSP00000362444,9606.ENSP00000363480,842
9606.ENSP00000347754,9606.ENSP00000363748,739
9606.ENSP00000347754,9606.ENSP00000363748,739
9606.ENSP00000263373,9606.ENSP00000364586,879
9606.ENSP00000263373,9606.ENSP00000364586,879
9606.ENSP00000265709,9606.ENSP00000364586,707
9606.ENSP00000265709,9606.ENSP00000364586,707
9606.ENSP00000265969,9606.ENSP00000364586,719
9606.ENSP00000265969,9606.ENSP00000364586,719
9606.ENSP00000344786,9606.ENSP00000364586,873
9606.ENSP00000344786,9606.ENSP00000364586,873
9606.ENSP00000360822,9606.ENSP00000364586,738
9606.ENSP00000360822,9606.ENSP00000364586,738
9606.ENSP00000284273,9606.ENSP00000364907,851
9606.ENSP00000284273,9606.ENSP00000364907,851
9606.ENSP00000306245,9606.ENSP00000364907,941
9606.ENSP00000306245,9606.ENSP00000364907,941
9606.ENSP00000329668,9606.ENSP00000364907,832
9606.ENSP00000329668,9606.ENSP00000364907,832
9606.ENSP00000339826,9606.ENSP00000364907,936
9606.ENSP00000339826,9606.ENSP00000364907,936
9606.ENSP00000349477,9606.ENSP00000364907,914
9606.ENSP00000349477,9606.ENSP00000364907,914
9606.ENSP00000365160,9606.ENSP00000365174,708
9606.ENSP00000365160,9606.ENSP00000365174,708
9606.ENSP00000261726,9606.ENSP00000365630,788
9606.ENSP00000261726,9606.ENSP00000365630,788
9606.ENSP00000307046,9606.ENSP00000365895,946
9606.ENSP00000307046,9606.ENSP00000365895,946
9606.ENSP00000242728,9606.ENSP00000366093,772
9606.ENSP00000242728,9606.ENSP00000366093,772
9606.ENSP00000256495,9606.ENSP00000366093,823
9606.ENSP00000256495,9606.ENSP00000366093,823
9606.ENSP00000347591,9606.ENSP00000366416,739
9606.ENSP00000347591,9606.ENSP00000366416,739
9606.ENSP00000265969,9606.ENSP00000367001,977
9606.ENSP00000265969,9606.ENSP00000367001,977
9606.ENSP00000295225,9606.ENSP00000367001,749
9606.ENSP00000295225,9606.ENSP00000367001,749
9606.ENSP00000345229,9606.ENSP00000367001,724
9606.ENSP00000345229,9606.ENSP00000367001,724
9606.ENSP00000340684,9606.ENSP00000367309,880
9606.ENSP00000340684,9606.ENSP00000367309,880
9606.ENSP00000306275,9606.ENSP00000367848,727
9606.ENSP00000306275,9606.ENSP00000367848,727
9606.ENSP00000220478,9606.ENSP00000368244,816
9606.ENSP00000220478,9606.ENSP00000368244,816
9606.ENSP00000222812,9606.ENSP00000368244,958
9606.ENSP00000222812,9606.ENSP00000368244,958
9606.ENSP00000249330,9606.ENSP00000368244,766
9606.ENSP00000249330,9606.ENSP00000368244,766
9606.ENSP00000263233,9606.ENSP00000368244,704
9606.ENSP00000263233,9606.ENSP00000368244,704
9606.ENSP00000304133,9606.ENSP00000368244,909
9606.ENSP00000304133,9606.ENSP00000368244,909
9606.ENSP00000263373,9606.ENSP00000368314,900
9606.ENSP00000263373,9606.ENSP00000368314,900
9606.ENSP00000265709,9606.ENSP00000368314,885
9606.ENSP00000265709,9606.ENSP00000368314,885
9606.ENSP00000330633,9606.ENSP00000368314,913
9606.ENSP00000330633,9606.ENSP00000368314,913
9606.ENSP00000335196,9606.ENSP00000368314,985
